name,x,y,z,time
Group 2,31.93,18.77,0.39,2025-09-19 13:14:43.677578
Group 2,31.81,18.83,0.4,2025-09-19 13:14:44.677612
Group 2,31.76,18.82,0.32,2025-09-19 13:14:46.677696
Group 2,31.84,18.76,0.45,2025-09-19 13:14:47.679074
Group 2,31.95,18.68,0.67,2025-09-19 13:14:48.679504
Group 2,31.95,18.58,0.76,2025-09-19 13:14:49.678996
Group 2,32.02,18.54,0.89,2025-09-19 13:14:50.678978
Group 2,32.1,18.55,1.12,2025-09-19 13:14:51.678867
Group 2,32.03,18.53,1.04,2025-09-19 13:14:52.678892
Group 2,32.11,18.48,1.15,2025-09-19 13:14:53.679333
Group 2,32.19,18.45,1.22,2025-09-19 13:14:54.678846
Group 2,32.24,18.44,1.32,2025-09-19 13:14:55.679134
Group 2,32.06,18.48,1.07,2025-09-19 13:14:56.677594
Group 2,32.04,18.46,0.58,2025-09-19 13:14:58.682018
Group 2,32.21,18.45,0.82,2025-09-19 13:14:59.680389
Group 2,32.3,18.48,0.98,2025-09-19 13:15:00.678956
Group 2,32.35,18.51,0.38,2025-09-19 13:15:02.679194
Group 2,32.35,18.5,0.63,2025-09-19 13:15:03.677592
Group 2,32.4,18.51,0.84,2025-09-19 13:15:04.67767
Group 2,32.37,18.51,0.93,2025-09-19 13:15:05.6777
Group 2,32.3,18.53,0.93,2025-09-19 13:15:06.677621
Group 2,32.37,18.53,1.13,2025-09-19 13:15:07.677677
Group 2,32.4,18.55,1.14,2025-09-19 13:15:08.677597
Group 2,32.39,18.73,0.47,2025-09-19 13:15:10.677673
Group 2,32.37,18.68,0.71,2025-09-19 13:15:11.677751
Group 2,32.24,18.66,0.65,2025-09-19 13:15:12.677649
Group 2,32.21,18.63,0.78,2025-09-19 13:15:13.677647
Group 2,32.2,18.61,0.28,2025-09-19 13:15:15.677703
Group 2,32.3,18.59,0.6,2025-09-19 13:15:16.677714
Group 2,32.36,18.57,0.84,2025-09-19 13:15:17.677588
Group 2,32.35,18.56,0.97,2025-09-19 13:15:18.67895
Group 2,32.26,18.58,0.98,2025-09-19 13:15:19.67773
Group 2,32.34,18.58,1.11,2025-09-19 13:15:20.677586
Group 2,32.44,18.56,0.41,2025-09-19 13:15:22.678132
Group 2,32.34,18.56,0.59,2025-09-19 13:15:23.678837
Group 2,32.36,18.54,0.78,2025-09-19 13:15:24.678855
Group 2,32.27,18.55,0.84,2025-09-19 13:15:25.678906
Group 2,32.12,18.56,0.69,2025-09-19 13:15:26.67888
Group 2,32.19,18.55,0.15,2025-09-19 13:15:28.679165
Group 2,32.25,18.56,-0.2,2025-09-19 13:15:31.677724
Group 2,32.16,18.56,0.02,2025-09-19 13:15:32.67765
Group 2,32.1,18.56,0.18,2025-09-19 13:15:33.677752
Group 2,32.14,18.57,0.4,2025-09-19 13:15:34.678345
Group 2,32.16,18.57,0.6,2025-09-19 13:15:35.677704
Group 2,32.24,18.56,0.81,2025-09-19 13:15:36.677699
Group 2,32.26,18.55,0.96,2025-09-19 13:15:37.677556
Group 2,32.24,18.55,0.99,2025-09-19 13:15:38.677819
Group 2,32.22,18.6,0.47,2025-09-19 13:15:39.679578
Group 2,32.17,18.59,0.62,2025-09-19 13:15:40.679042
Group 2,32.1,18.57,0.64,2025-09-19 13:15:42.679617
Group 2,32.04,18.57,0.69,2025-09-19 13:15:43.679094
Group 2,32.09,18.56,0.2,2025-09-19 13:15:45.677788
Group 2,32.02,18.63,-0.07,2025-09-19 13:15:46.678173
Group 2,32.03,18.61,-0.29,2025-09-19 13:15:49.677871
Group 2,32.0,18.6,-0.06,2025-09-19 13:15:50.677747
Group 2,31.99,18.57,0.25,2025-09-19 13:15:51.679053
Group 2,32.09,18.56,0.52,2025-09-19 13:15:52.679451
Group 2,32.18,18.57,0.7,2025-09-19 13:15:53.679076
Group 2,32.3,18.55,0.87,2025-09-19 13:15:54.679091
Group 2,32.4,18.55,1.01,2025-09-19 13:15:55.679441
Group 2,32.42,18.54,0.44,2025-09-19 13:15:57.679031
Group 2,32.48,18.54,0.66,2025-09-19 13:15:58.679091
Group 2,32.18,18.63,0.46,2025-09-19 13:16:01.677713
Group 2,32.26,18.62,0.69,2025-09-19 13:16:02.677793
Group 2,32.23,18.64,0.85,2025-09-19 13:16:03.677784
Group 2,32.35,18.58,1.05,2025-09-19 13:16:04.678042
Group 2,32.06,18.66,0.83,2025-09-19 13:16:05.678999
Group 2,32.2,18.6,1.01,2025-09-19 13:16:06.679041
Group 2,32.31,18.59,1.16,2025-09-19 13:16:07.679037
Group 2,32.4,18.59,1.27,2025-09-19 13:16:08.679033
Group 2,32.46,18.55,1.34,2025-09-19 13:16:09.679059
Group 2,32.49,18.52,1.38,2025-09-19 13:16:10.678909
Group 2,32.52,18.52,1.41,2025-09-19 13:16:11.679014
Group 2,32.48,18.52,1.42,2025-09-19 13:16:12.679057
Group 2,32.52,18.52,1.45,2025-09-19 13:16:13.678997
Group 2,32.53,18.51,1.45,2025-09-19 13:16:14.679044
Group 2,32.57,18.51,1.48,2025-09-19 13:16:15.677608
Group 2,32.59,18.5,1.49,2025-09-19 13:16:16.679118
Group 2,32.62,18.51,1.51,2025-09-19 13:16:17.679014
Group 2,32.39,18.54,1.28,2025-09-19 13:16:18.679051
Group 2,32.45,18.51,1.35,2025-09-19 13:16:19.678932
Group 2,32.51,18.5,1.38,2025-09-19 13:16:20.678802
Group 2,32.54,18.47,1.45,2025-09-19 13:16:21.678823
Group 2,32.56,18.48,1.46,2025-09-19 13:16:22.678778
Group 2,32.47,18.49,1.4,2025-09-19 13:16:23.679013
Group 2,32.53,18.48,1.44,2025-09-19 13:16:24.679027
Group 2,32.46,18.49,1.41,2025-09-19 13:16:25.679048
Group 2,32.5,18.52,1.42,2025-09-19 13:16:26.679044
Group 2,32.44,18.56,1.37,2025-09-19 13:16:27.679048
Group 2,32.5,18.55,1.41,2025-09-19 13:16:28.679035
Group 2,32.43,18.56,1.35,2025-09-19 13:16:29.678983
Group 2,32.52,18.56,1.4,2025-09-19 13:16:30.67905
Group 2,32.46,18.54,1.35,2025-09-19 13:16:31.679127
Group 2,32.51,18.53,1.38,2025-09-19 13:16:32.67952
Group 2,32.32,18.55,1.16,2025-09-19 13:16:33.679028
Group 2,32.17,18.57,0.91,2025-09-19 13:16:34.679067
Group 2,32.02,18.6,0.75,2025-09-19 13:16:35.679114
Group 2,31.92,18.62,0.63,2025-09-19 13:16:36.679049
Group 2,32.09,18.68,0.87,2025-09-19 13:16:37.67906
Group 2,32.23,18.65,1.02,2025-09-19 13:16:38.679072
Group 2,32.34,18.61,1.13,2025-09-19 13:16:39.679083
Group 2,32.2,18.62,1.01,2025-09-19 13:16:40.679082
Group 2,32.18,18.61,1.03,2025-09-19 13:16:41.679049
Group 2,32.29,18.58,1.12,2025-09-19 13:16:42.679054
Group 2,32.26,18.57,1.11,2025-09-19 13:16:43.67908
Group 2,32.14,18.58,0.97,2025-09-19 13:16:44.679078
Group 2,32.27,18.56,1.09,2025-09-19 13:16:45.67907
Group 2,32.39,18.54,1.19,2025-09-19 13:16:46.679033
Group 2,32.25,18.55,1.06,2025-09-19 13:16:47.679028
Group 2,32.3,18.55,0.43,2025-09-19 13:16:49.678927
Group 2,32.34,18.57,0.7,2025-09-19 13:16:50.67756
Group 2,32.41,18.56,0.88,2025-09-19 13:16:51.679139
Group 2,32.38,18.59,0.94,2025-09-19 13:16:52.679073
Group 2,32.3,18.64,0.96,2025-09-19 13:16:53.679139
Group 2,32.33,18.65,1.04,2025-09-19 13:16:54.679265
Group 2,32.24,18.62,1.01,2025-09-19 13:16:55.679049
Group 2,32.28,18.58,1.04,2025-09-19 13:16:56.679027
Group 2,32.2,18.64,0.54,2025-09-19 13:16:57.67903
